id_artikel,judul,isi_artikel,kategori,status_artikel,id_penulis,id_verifikator,tanggal_publish,created_at,updated_at
78,Pencegahan Stunting Sejak Dini (Bagian 3),"Stunting adalah kondisi gagal tumbuh pada anak akibat kekurangan gizi kronis dalam 1000 hari pertama kehidupan. Anak stunting memiliki tinggi badan di bawah standar usianya. Pencegahan stunting dimulai sejak masa kehamilan dengan asupan gizi yang cukup, pemberian ASI eksklusif 6 bulan, MPASI bergizi, dan imunisasi lengkap.

Pemantauan pertumbuhan di posyandu setiap bulan sangat penting untuk deteksi dini stunting. Ibu hamil perlu mengonsumsi tablet tambah darah dan makanan berprotein tinggi seperti telur, ikan, dan daging. Sanitasi yang buruk juga berkontribusi terhadap stunting, jadi jaga kebersihan lingkungan.

Stunting dapat dicegah dengan intervensi gizi spesifik dan sensitif. Intervensi spesifik meliputi suplementasi zat besi pada ibu hamil dan imunisasi. Intervensi sensitif meliputi penyediaan air bersih, sanitasi, dan jaminan sosial. Mari bersama-sama wujudkan generasi bebas stunting.",Tumbuh Kembang,Dipublikasikan,237063,206135,2025-08-04,2025-07-22 11:28:22,2025-07-22 11:28:22
79,Manfaat Imunisasi untuk Anak (Bagian 3),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Kehamilan,Diarsipkan,237009,,,2026-04-29 00:01:14,2026-04-29 00:01:14
80,Mengenal Tanda Bahaya Kehamilan (Bagian 4),"Tanda bahaya kehamilan yang harus diwaspadai: pendarahan melalui jalan lahir, sakit kepala hebat, pandangan kabur, bengkak di wajah dan tangan, demam tinggi, serta gerakan janin berkurang. Segera ke fasilitas kesehatan jika mengalami tanda-tanda tersebut.

Ibu hamil dianjurkan mengonsumsi 90 tablet tambah darah selama kehamilan untuk mencegah anemia. Konsumsi makanan bergizi seimbang, istirahat cukup, dan lakukan aktivitas fisik ringan seperti jalan kaki. Persalinan sebaiknya ditolong oleh tenaga kesehatan terlatih di fasilitas kesehatan.

Pemeriksaan kehamilan rutin minimal 6 kali selama masa kehamilan. Trimester pertama (1-3 bulan) periksa untuk konfirmasi kehamilan dan deteksi risiko awal. Trimester kedua (4-6 bulan) periksa untuk memantau pertumbuhan janin dan deteksi kelainan. Trimester ketiga (7-9 bulan) periksa untuk persiapan persalinan.",Imunisasi,Dipublikasikan,219967,229645,2025-07-10,2026-01-11 20:54:37,2026-01-11 20:54:37
81,Pencegahan Diare pada Anak (Bagian 4),"Menjaga sanitasi lingkungan dan kebersihan makanan adalah kunci mencegah diare. Zinc dapat diberikan selama 10 hari berturut-turut untuk memperpendek durasi diare. Pastikan selalu tersedia air bersih di rumah.

Diare adalah buang air besar encer lebih dari 3 kali sehari. Penyebab diare antara lain infeksi virus, bakteri, atau parasit, juga bisa karena alergi makanan. Pencegahan diare: cuci tangan pakai sabun, konsumsi air bersih, dan imunisasi rotavirus.

Jika anak diare, berikan oralit untuk mencegah dehidrasi. Teruskan ASI atau makanan lunak. Jangan memberikan obat diare tanpa resep dokter. Segera bawa ke fasilitas kesehatan jika diare disertai darah, muntah terus, atau sangat lemas.",Imunisasi,Dipublikasikan,237010,202365,2026-04-02,2026-01-30 13:09:45,2026-01-30 13:09:45
82,Vaksin MR dan Polio (Bagian 4),"Kekebalan kelompok hanya tercapai jika cakupan imunisasi tinggi. Mari dukung program imunisasi nasional dengan membawa anak ke posyandu atau puskesmas terdekat. Imunisasi aman, efektif, dan gratis.

Vaksin DPT-HB-Hib melindungi dari difteri, pertusis, tetanus, hepatitis B, dan Hib. Pastikan anak mendapatkan imunisasi lengkap sesuai jadwal untuk kekebalan optimal. Imunisasi merupakan hak anak dan kewajiban orang tua untuk melindungi generasi masa depan.

Vaksin MR melindungi dari campak (measles) dan rubella yang dapat menyebabkan kecacatan bawaan. Vaksin polio mencegah kelumpuhan akibat virus polio yang menyerang sistem saraf. Vaksin BCG diberikan untuk mencegah tuberkulosis berat pada anak.",Penyakit,Diarsipkan,236581,,,2025-06-20 08:04:54,2025-06-20 08:04:54
83,Tumbuh Kembang Anak Normal (Bagian 4),"Perkembangan anak meliputi aspek motorik kasar, motorik halus, bahasa, dan personal-sosial. Setiap anak memiliki kecepatan tumbuh kembang yang berbeda, namun ada tolok ukur umum sesuai usia. Stimulasi dini dapat dilakukan dengan mengajak bermain, berbicara, membaca, dan bernyanyi.

Pada usia 0-3 bulan, bayi sudah bisa mengangkat kepala. Usia 4-6 bulan, bayi mulai tengkurap dan meraih mainan. Usia 7-9 bulan, bayi duduk sendiri dan merangkak. Usia 10-12 bulan, bayi berdiri dengan pegangan dan mulai berjalan. Orang tua perlu waspada jika ada tanda keterlambatan.

Konsultasikan ke tenaga kesehatan jika anak belum bisa tengkurap di usia 4 bulan, belum merangkak di usia 9 bulan, atau belum berjalan di usia 18 bulan. Stimulasi yang teratur dan kasih sayang orang tua sangat penting untuk perkembangan optimal anak.",Gizi,Draft,209303,,,2025-07-28 14:50:08,2025-07-28 14:50:08
84,Pencegahan Stunting Sejak Dini (Bagian 4),"Stunting adalah kondisi gagal tumbuh pada anak akibat kekurangan gizi kronis dalam 1000 hari pertama kehidupan. Anak stunting memiliki tinggi badan di bawah standar usianya. Pencegahan stunting dimulai sejak masa kehamilan dengan asupan gizi yang cukup, pemberian ASI eksklusif 6 bulan, MPASI bergizi, dan imunisasi lengkap.

Stunting dapat dicegah dengan intervensi gizi spesifik dan sensitif. Intervensi spesifik meliputi suplementasi zat besi pada ibu hamil dan imunisasi. Intervensi sensitif meliputi penyediaan air bersih, sanitasi, dan jaminan sosial. Mari bersama-sama wujudkan generasi bebas stunting.

Pemantauan pertumbuhan di posyandu setiap bulan sangat penting untuk deteksi dini stunting. Ibu hamil perlu mengonsumsi tablet tambah darah dan makanan berprotein tinggi seperti telur, ikan, dan daging. Sanitasi yang buruk juga berkontribusi terhadap stunting, jadi jaga kebersihan lingkungan.",Penyakit,Menunggu Verifikasi,212558,,,2025-08-10 17:02:04,2025-08-10 17:02:04
85,Pentingnya Imunisasi Booster (Bagian 4),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Penyakit,Menunggu Verifikasi,200214,,,2025-07-24 03:33:36,2025-07-24 03:33:36
86,Nutrisi untuk Ibu Menyusui (Bagian 4),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Penyakit,Dipublikasikan,207933,216351,2025-08-04,2026-01-31 15:09:49,2026-01-31 15:09:49
87,Bahaya Campak dan Rubella (Bagian 4),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Tumbuh Kembang,Draft,216843,,,2025-08-27 22:03:20,2025-08-27 22:03:20
88,Nutrisi untuk Ibu Menyusui (Bagian 4),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Kehamilan,Dipublikasikan,201871,223459,2026-02-24,2025-08-17 11:36:11,2025-08-17 11:36:11
89,Deteksi Dini TBC pada Anak (Bagian 4),"Kontak erat dengan penderita TBC dewasa meningkatkan risiko penularan pada anak. Lingkungan rumah dengan ventilasi dan sinar matahari cukup membantu mencegah penularan. Segera periksa jika ada kontak dengan penderita TBC.

Tuberkulosis (TBC) pada anak dapat dicegah dengan vaksin BCG yang diberikan segera setelah lahir. Gejala TBC anak: batuk lebih dari 3 minggu, berat badan tidak naik, demam berkepanjangan, keringat malam tanpa aktivitas berat.

Pengobatan TBC anak harus tuntas minimal 6 bulan dengan kombinasi obat OAT (Obat Anti Tuberkulosis). Putus obat dapat menyebabkan resistensi dan kambuh. Orang tua harus memastikan anak minum obat secara teratur.",Gizi,Ditolak,247543,243549,,2025-06-12 03:29:07,2025-06-12 03:29:07
90,Peran Bidan di Masyarakat (Bagian 4),"Bidan juga berperan dalam memberikan penyuluhan tentang ASI eksklusif, KB, imunisasi, gizi, dan pencegahan stunting. Kunjungi bidan secara rutin untuk memastikan kehamilan sehat dan tumbuh kembang anak optimal.

Di desa terpencil, bidan sering menjadi satu-satunya fasilitas kesehatan yang mudah dijangkau. Bidan bekerja sama dengan kader posyandu untuk memantau ibu hamil dan balita di wilayahnya. Jangan ragu untuk berkonsultasi dengan bidan tentang kesehatan ibu dan anak.

Bidan adalah tenaga kesehatan yang bertugas memberikan pelayanan kebidanan dan kesehatan ibu-anak. Peran bidan meliputi pemeriksaan kehamilan, pertolongan persalinan, perawatan nifas, imunisasi, dan konseling kesehatan reproduksi.",Penyakit,Dipublikasikan,200861,202365,2026-04-03,2026-01-14 11:05:48,2026-01-14 11:05:48
91,Manfaat Imunisasi untuk Anak (Bagian 4),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Penyakit,Ditolak,207394,206135,,2026-05-18 15:27:49,2026-05-18 15:27:49
92,Bahaya Campak dan Rubella (Bagian 4),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Gizi,Diarsipkan,210508,,,2025-08-07 13:53:09,2025-08-07 13:53:09
93,Vaksin MR dan Polio (Bagian 4),"Kekebalan kelompok hanya tercapai jika cakupan imunisasi tinggi. Mari dukung program imunisasi nasional dengan membawa anak ke posyandu atau puskesmas terdekat. Imunisasi aman, efektif, dan gratis.

Vaksin DPT-HB-Hib melindungi dari difteri, pertusis, tetanus, hepatitis B, dan Hib. Pastikan anak mendapatkan imunisasi lengkap sesuai jadwal untuk kekebalan optimal. Imunisasi merupakan hak anak dan kewajiban orang tua untuk melindungi generasi masa depan.

Vaksin MR melindungi dari campak (measles) dan rubella yang dapat menyebabkan kecacatan bawaan. Vaksin polio mencegah kelumpuhan akibat virus polio yang menyerang sistem saraf. Vaksin BCG diberikan untuk mencegah tuberkulosis berat pada anak.",Penyakit,Ditolak,207616,223490,,2026-03-30 19:42:57,2026-03-30 19:42:57
94,Pemberian ASI Eksklusif (Bagian 4),"ASI eksklusif diberikan selama 6 bulan pertama tanpa cairan atau makanan pendamping. ASI mengandung antibodi, enzim, dan hormon yang melindungi bayi dari infeksi dan alergi. Inisiasi Menyusu Dini (IMD) dilakukan segera setelah bayi lahir untuk meningkatkan produksi ASI.

Jika ibu bekerja, ASI dapat diperah dan disimpan dalam wadah bersih. ASI perah dapat bertahan 6-8 jam pada suhu ruang, 3-5 hari di kulkas, dan 6 bulan di freezer. Berikan ASI dengan sendok atau cangkir, bukan dot, untuk mencegah bingung puting.

Ibu menyusui perlu makan bergizi, istirahat cukup, dan menghindari stres. Dukungan keluarga sangat penting untuk keberhasilan ASI eksklusif. Bayi yang diberi ASI eksklusif memiliki sistem kekebalan lebih baik dan risiko kematian lebih rendah.",Imunisasi,Ditolak,223115,216351,,2026-04-20 22:10:24,2026-04-20 22:10:24
95,Pencegahan Stunting Sejak Dini (Bagian 4),"Stunting dapat dicegah dengan intervensi gizi spesifik dan sensitif. Intervensi spesifik meliputi suplementasi zat besi pada ibu hamil dan imunisasi. Intervensi sensitif meliputi penyediaan air bersih, sanitasi, dan jaminan sosial. Mari bersama-sama wujudkan generasi bebas stunting.

Pemantauan pertumbuhan di posyandu setiap bulan sangat penting untuk deteksi dini stunting. Ibu hamil perlu mengonsumsi tablet tambah darah dan makanan berprotein tinggi seperti telur, ikan, dan daging. Sanitasi yang buruk juga berkontribusi terhadap stunting, jadi jaga kebersihan lingkungan.

Stunting adalah kondisi gagal tumbuh pada anak akibat kekurangan gizi kronis dalam 1000 hari pertama kehidupan. Anak stunting memiliki tinggi badan di bawah standar usianya. Pencegahan stunting dimulai sejak masa kehamilan dengan asupan gizi yang cukup, pemberian ASI eksklusif 6 bulan, MPASI bergizi, dan imunisasi lengkap.",Tumbuh Kembang,Ditolak,217192,234949,,2025-11-12 00:42:28,2025-11-12 00:42:28
